"","id","establishmentMeans","order","family","genus","scientificName","taxonRank"
"1","urn:lsid:zoobank.org:act:6EA26016-AA16-45D8-9D36-D78C925882E4","Endémico para: Colombia","Myliobatiformes","Potamotrygonidae","Potamotrygon","Potamotrygon magdalenae","Especie"
"2","urn:lsid:zoobank.org:act:FDD955BA-9FF7-4440-9FC9-906025E86FB8","Endémico para: Colombia","Characiformes","Crenuchidae","Characidium","Characidium caucanum","Especie"
"3","urn:lsid:zoobank.org:act:DD25AADA-BFDC-46CA-88C9-37AA76784503","Endémico para: Colombia","Characiformes","Crenuchidae","Characidium","Characidium chancoense","Especie"
"4","urn:lsid:zoobank.org:act:8FF98695-5F2D-449D-B315-7E9F5A6C6254","Endémico para: Colombia","Characiformes","Crenuchidae","Characidium","Characidium phoxocephalum","Especie"
"5","urn:lsid:zoobank.org:act:DDB4BF0A-27A2-4EC8-B211-AFACD8585EF6","Endémico para: Colombia","Characiformes","Crenuchidae","Characidium","Characidium sanctjohanni","Especie"
"6","urn:lsid:catalogueoflife.org:taxon:15ed263a-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Parodontidae","Parodon","Parodon alfonsoi","Especie"
"7","urn:lsid:catalogueoflife.org:taxon:15ed2799-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Parodontidae","Parodon","Parodon atratoensis","Especie"
"8","urn:lsid:zoobank.org:act:2B1FD88B-7EF6-4479-AC91-15558715C4B3","Endémico para: Colombia","Characiformes","Parodontidae","Parodon","Parodon caliensis","Especie"
"9","urn:lsid:catalogueoflife.org:taxon:15ed24dd-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Parodontidae","Parodon","Parodon magdalenensis","Especie"
"10","urn:lsid:catalogueoflife.org:taxon:46deabec-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Anostomidae","Abramites","Abramites eques","Especie"
"11","urn:lsid:zoobank.org:act:CB71D5E7-0E42-4866-AE2B-ECFC507FA8D5","Endémico para: Colombia","Characiformes","Anostomidae","Leporinus","Leporinus boehlkei","Especie"
"12","urn:lsid:zoobank.org:act:0E60FBA9-BD47-4318-BB31-788FAE668393","Endémico para: Colombia","Characiformes","Anostomidae","Leporinus","Leporinus niceforoi","Especie"
"13","urn:lsid:zoobank.org:act:E16C2CA0-3DD0-4F9C-8B9C-21FCBD15FC0F","Endémico para: Colombia","Characiformes","Anostomidae","Megaleporinus","Megaleporinus muyscorum","Especie"
"14","urn:lsid:zoobank.org:act:FC2FFB6E-2807-4A2D-B3F2-D27E6113C554","Endémico para: Colombia","Characiformes","Curimatidae","Curimata","Curimata mivartii","Especie"
"15","urn:lsid:zoobank.org:act:82F4EA28-5E8A-42F2-9FD1-8C5B339A8158","Endémico para: Colombia","Characiformes","Curimatidae","Pseudocurimata","Pseudocurimata patiae","Especie"
"16","urn:lsid:catalogueoflife.org:taxon:219b68fb-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Curimatidae","Steindachnerina","Steindachnerina atratoensis","Especie"
"17","urn:lsid:zoobank.org:act:59E3B33F-1AA9-4286-B8EE-CA5332710F7E","Endémico para: Colombia","Characiformes","Prochilodontidae","Ichthyoelephas","Ichthyoelephas longirostris","Especie"
"18","urn:lsid:catalogueoflife.org:taxon:2f8283bd-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Prochilodontidae","Prochilodus","Prochilodus magdalenae","Especie"
"19","urn:lsid:catalogueoflife.org:taxon:15ea3c53-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina chocoensis","Especie"
"20","urn:lsid:zoobank.org:act:620E10F3-AEB2-4EF7-8D92-2972F092A6FE","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina chucuriensis","Especie"
"21","urn:lsid:catalogueoflife.org:taxon:1669d90b-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina colombia","Especie"
"22","urn:lsid:zoobank.org:act:925FDC60-AAF6-41EE-A5EB-69D7CFB28A6E","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina floridablancaensis","Especie"
"23","urn:lsid:zoobank.org:act:A0B14094-BB54-4DBC-A5C3-B69BC366387C","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina multimaculata","Especie"
"24","urn:lsid:zoobank.org:act:C1352E29-BAA1-4E5E-8501-AF5F84A2DC39","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina narinensis","Especie"
"25","urn:lsid:catalogueoflife.org:taxon:16691297-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Lebiasinidae","Lebiasina","Lebiasina ortegai","Especie"
"26","urn:lsid:zoobank.org:act:20C76C07-BF8B-4442-B69E-3C4E05E3D6DE","Endémico para: Colombia","Characiformes","Acestrorhynchidae","Gilbertolus","Gilbertolus alatus","Especie"
"27","urn:lsid:catalogueoflife.org:taxon:215f7195-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Acestrorhynchidae","Gilbertolus","Gilbertolus atratoensis","Especie"
"28","urn:lsid:zoobank.org:act:C6EF3C12-0DF7-4568-8848-BD520A2B9C09","Endémico para: Colombia","Characiformes","Characidae","Grundulus","Grundulus bogotensis","Especie"
"29","urn:lsid:zoobank.org:act:820EA594-56AB-4A57-B327-A4BEE84A7339","Endémico para: Colombia","Characiformes","Characidae","Grundulus","Grundulus cochae","Especie"
"30","urn:lsid:zoobank.org:act:12F6403E-8F50-46B6-9AFE-9D4A9C07E61E","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax atratoensis","Especie"
"31","urn:lsid:zoobank.org:act:7C03BC83-6CF4-4227-9F3B-167EAEA40EF8","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax caucanus","Especie"
"32","urn:lsid:zoobank.org:act:9B1792A8-70D6-4167-9136-0DD74844B040","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax embera","Especie"
"33","urn:lsid:zoobank.org:act:DAD59731-6326-40F3-A367-2A451CA34427","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax fasslii","Especie"
"34","urn:lsid:zoobank.org:act:BB5F3B6E-867E-48EB-8EAB-4B416576DB46","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax filiferus","Especie"
"35","urn:lsid:zoobank.org:act:C6BA0976-1888-42B7-A060-43B1EB7E2C49","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax gisleni","Especie"
"36","urn:lsid:zoobank.org:act:4B7ECDD0-25C4-4B76-AD92-4885F1D240D9","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax megaspilura","Especie"
"37","urn:lsid:zoobank.org:act:75AC5D0F-7315-47F6-AB42-28C89BDDFCC6","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax microlepis","Especie"
"38","urn:lsid:zoobank.org:act:F83EDB80-C7A0-451E-9708-2F6866D87CB8","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax orthodus","Especie"
"39","urn:lsid:catalogueoflife.org:taxon:15e2dc56-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Astyanax","Astyanax yariguies","Especie"
"40","urn:lsid:zoobank.org:act:C9F44FC2-EF76-4D40-96DB-CAF2A2A8C1EC","Endémico para: Colombia","Characiformes","Characidae","Nematobrycon","Nematobrycon lacortei","Especie"
"41","urn:lsid:zoobank.org:act:D8A12683-F788-4F2A-96E8-55B7D603FE0F","Endémico para: Colombia","Characiformes","Characidae","Nematobrycon","Nematobrycon palmeri","Especie"
"42","urn:lsid:zoobank.org:act:D20D2B44-A83E-4D86-B1D1-1F9F7C0E9028","Endémico para: Colombia","Characiformes","Characidae","Parastremma","Parastremma album","Especie"
"43","urn:lsid:zoobank.org:act:4D5BA7B6-A1A7-481C-B53C-B20F1F8A4572","Endémico para: Colombia","Characiformes","Characidae","Parastremma","Parastremma pulchrum","Especie"
"44","urn:lsid:zoobank.org:act:549F8C0D-61F8-41AF-AB3A-70060772CB88","Endémico para: Colombia","Characiformes","Characidae","Parastremma","Parastremma sadina","Especie"
"45","urn:lsid:zoobank.org:act:CBE6A067-DB01-47E8-A11D-5B02B4EED80D","Endémico para: Colombia","Characiformes","Characidae","Pseudochalceus","Pseudochalceus kyburzi","Especie"
"46","urn:lsid:zoobank.org:act:F7BBFFA6-312D-46B7-BD68-D7BEE1CD4083","Endémico para: Colombia","Characiformes","Characidae","Hemigrammus","Hemigrammus amacayacu","Especie"
"47","urn:lsid:catalogueoflife.org:taxon:15d7d19a-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemigrammus","Hemigrammus rubrostriatus","Especie"
"48","urn:lsid:zoobank.org:act:C5007D92-OF74-48C5-9B63-E5F95171D","Endémico para: Colombia","Characiformes","Characidae","Hemigrammus","Hemigrammus xaveriellus","Especie"
"49","urn:lsid:catalogueoflife.org:taxon:15f65f9d-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon acaciae","Especie"
"50","urn:lsid:catalogueoflife.org:taxon:15f9552c-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon amaronensis","Especie"
"51","urn:lsid:zoobank.org:act:785E0F91-14AF-4DB3-9B51-DFF9309D6624","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon columbianus","Especie"
"52","urn:lsid:zoobank.org:act:00F7E8A8-4F2E-467B-AD9E-28575F5BF069","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon condotensis","Especie"
"53","urn:lsid:zoobank.org:act:B648B8AE-BE21-44B9-A5A5-D2BD5CEF9EE","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon klausanni","Especie"
"54","urn:lsid:catalogueoflife.org:taxon:15f6656d-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon mavro","Especie"
"55","urn:lsid:zoobank.org:act:AE1CEF5F-4596-4388-AC3B-CACCF4952D87","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon natagaima","Especie"
"56","urn:lsid:catalogueoflife.org:taxon:15f66117-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon niger","Especie"
"57","urn:lsid:catalogueoflife.org:taxon:17ff572c-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon ocasoensis","Especie"
"58","urn:lsid:catalogueoflife.org:taxon:1805e61a-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon oritoensis","Especie"
"59","urn:lsid:zoobank.org:act:03F2778D-E7BA-4200-B71A-C84229DAB71F","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon poecilioides","Especie"
"60","urn:lsid:zoobank.org:act:221E254E-33C8-46D0-A12E-D9A171983082","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon proteus","Especie"
"61","urn:lsid:zoobank.org:act:32A6CFC1-06A5-4B75-8B70-CFCAE9A52F41","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon saizi","Especie"
"62","urn:lsid:zoobank.org:act:0CA7B877-EBA6-49DC-A381-FDB928B9DEAF","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon sweglesi","Especie"
"63","urn:lsid:catalogueoflife.org:taxon:15f953d7-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hyphessobrycon","Hyphessobrycon taguae","Especie"
"64","urn:lsid:zoobank.org:act:4438F752-39CE-4CA4-9835-222F4244C675","Endémico para: Colombia","Characiformes","Characidae","Moenkhausia","Moenkhausia eigenmanni","Especie"
"65","urn:lsid:zoobank.org:act:05B703C2-B0FD-41D0-BD69-9B58FBE024BF","Endémico para: Colombia","Characiformes","Characidae","Moenkhausia","Moenkhausia metae","Especie"
"66","urn:lsid:zoobank.org:act:C5B47F50-521B-4DDA-8BCE-1DEA5025036A","Endémico para: Colombia","Characiformes","Characidae","Moenkhausia","Moenkhausia orteguasae","Especie"
"67","urn:lsid:zoobank.org:act:9426D87E-38B9-4D8A-81B2-8E6879FB4E54","Endémico para: Colombia","Characiformes","Characidae","Pristella","Pristella ariporo","Especie"
"68","urn:lsid:zoobank.org:act:EE582C2E-6AF7-4525-9C5C-E27D62B14FDA","Endémico para: Colombia","Characiformes","Characidae","Eretmobrycon","Eretmobrycon guaytarae","Especie"
"69","urn:lsid:zoobank.org:act:2ACD3FE6-A327-47C1-8C51-7006AA5CE005","Endémico para: Colombia","Characiformes","Characidae","Eretmobrycon","Eretmobrycon ichoensis","Especie"
"70","urn:lsid:zoobank.org:act:8C93D4EB-A132-48DA-BE66-A614D87DBA3D","Endémico para: Colombia","Characiformes","Characidae","Eretmobrycon","Eretmobrycon miraensis","Especie"
"71","urn:lsid:catalogueoflife.org:taxon:15e95fc7-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Tyttocharax","Tyttocharax metae","Especie"
"72","urn:lsid:zoobank.org:act:03C3C677-950F-45F2-A72F-4BF91B6F3A5C","Endémico para: Colombia","Characiformes","Characidae","Argopleura","Argopleura chocoensis","Especie"
"73","urn:lsid:zoobank.org:act:41A246D0-51EF-459E-B892-27547009D044","Endémico para: Colombia","Characiformes","Characidae","Argopleura","Argopleura conventus","Especie"
"74","urn:lsid:zoobank.org:act:83684841-86BF-44A7-AA98-9206F478EE6C","Endémico para: Colombia","Characiformes","Characidae","Argopleura","Argopleura diquensis","Especie"
"75","urn:lsid:zoobank.org:act:94E6C146-93E4-40B9-A111-D4D937589316","Endémico para: Colombia","Characiformes","Characidae","Argopleura","Argopleura magdalenensis","Especie"
"76","urn:lsid:zoobank.org:act:A06B62E0-5DC7-41B7-AAA2-403EC8A59A56","Endémico para: Colombia","Characiformes","Characidae","Chrysobrycon","Chrysobrycon guahibo","Especie"
"77","urn:lsid:zoobank.org:act:69E297F1-71B6-475D-86D5-34266ED1903D","Endémico para: Colombia","Characiformes","Characidae","Chrysobrycon","Chrysobrycon mojicai","Especie"
"78","urn:lsid:zoobank.org:act:7DB65B60-5FFF-431C-8AD4-8B82D4A1FC52","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax caucanus","Especie"
"79","urn:lsid:zoobank.org:act:D2492713-EC61-44E2-8E10-5A0FC54E339B","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax chocoensis","Especie"
"80","urn:lsid:zoobank.org:act:95A10179-6AC8-405F-AC47-025F5D3A0128","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax martae","Especie"
"81","urn:lsid:zoobank.org:act:853D1180-1986-4FB8-9404-5BFA09C0782A","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax melanocheir","Especie"
"82","urn:lsid:zoobank.org:act:D3DB36D4-7737-40FF-8E83-56155E645215","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax sinuensis","Especie"
"83","urn:lsid:catalogueoflife.org:taxon:15e16f1f-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Gephyrocharax","Gephyrocharax torresi","Especie"
"84","urn:lsid:zoobank.org:act:4FB441D6-E4C2-4102-8B9E-35DEE427E229","Endémico para: Colombia","Characiformes","Characidae","Pterobrycon","Pterobrycon landoni","Especie"
"85","urn:lsid:zoobank.org:act:D8D234B9-AB19-4B89-999C-0D77FF866721","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon andresoi","Especie"
"86","urn:lsid:catalogueoflife.org:taxon:15dad5ff-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon antioquiae","Especie"
"87","urn:lsid:catalogueoflife.org:taxon:16321534-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon arilepis","Especie"
"88","urn:lsid:zoobank.org:act:D0856BD9-73EB-412F-A15B-680B1138ADA4","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon boquiae","Especie"
"89","urn:lsid:catalogueoflife.org:taxon:16800bce-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon cairoense","Especie"
"90","urn:lsid:catalogueoflife.org:taxon:15dad74b-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon cardalensis","Especie"
"91","urn:lsid:zoobank.org:act:082488B2-B502-47FE-AD90-D3896E20CB05","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon carrilloi","Especie"
"92","urn:lsid:zoobank.org:act:E6E15C88-113C-4FB3-B554-8ECB3AC8F6BB","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon clausen","Especie"
"93","urn:lsid:zoobank.org:act:A3BEBAB5-0096-4464-87EC-4177CB68C7C8","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon colombianus","Especie"
"94","urn:lsid:zoobank.org:act:4098E221-00D7-4850-8C60-47118CCC5519","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon cristiani","Especie"
"95","urn:lsid:zoobank.org:act:1AAE92AD-ED72-4991-B93D-8436F5ECA3BE","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon dentatus","Especie"
"96","urn:lsid:catalogueoflife.org:taxon:15dad9e5-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon fasciatus","Especie"
"97","urn:lsid:catalogueoflife.org:taxon:16f40c9e-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon foncensis","Especie"
"98","urn:lsid:zoobank.org:act:B8268D58-9EF6-4F6F-B644-125DFE2BC56E","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon galvisi","Especie"
"99","urn:lsid:zoobank.org:act:5078E56D-ED59-4AC1-9F16-ABC639CD64E7","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon guejarensis","Especie"
"100","urn:lsid:zoobank.org:act:92243A8C-1487-45D9-8A40-4F7E5619B165","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon gutierrezi","Especie"
"101","urn:lsid:zoobank.org:act:D96FD9E5-73DB-4DE4-9F71-82D87F2B2DDD","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon iqueima","Especie"
"102","urn:lsid:catalogueoflife.org:taxon:181a398e-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon microformaa","Especie"
"103","urn:lsid:zoobank.org:act:1E107704-3BE8-438B-BFEB-DCAA4D1B8DF5","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon multiradiatus","Especie"
"104","urn:lsid:catalogueoflife.org:taxon:1680021e-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon paez","Especie"
"105","urn:lsid:catalogueoflife.org:taxon:15f706e6-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon palomae","Especie"
"106","urn:lsid:zoobank.org:act:C88155EF-CD14-4D4A-BF47-7032CBE19537","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon plutarcoi","Especie"
"107","urn:lsid:catalogueoflife.org:taxon:18054fd9-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon rafaelense","Especie"
"108","urn:lsid:catalogueoflife.org:taxon:167ff671-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon raqueliae","Especie"
"109","urn:lsid:zoobank.org:act:5BF13995-FCD7-42FD-93E3-9B3F62A1BF80","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon sanjuanensis","Especie"
"110","urn:lsid:catalogueoflife.org:taxon:15fb640a-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon santamartae","Especie"
"111","urn:lsid:zoobank.org:act:5DA97AD0-E22A-4214-B5BF-DCC354FA8AED","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon sierraensis","Especie"
"112","urn:lsid:zoobank.org:act:A86655E8-9219-4B30-B71E-B087D489E680","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon tolimae","Especie"
"113","urn:lsid:zoobank.org:act:F2F167B2-65B9-4CF6-AC96-FC8E357859C7","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon velox","Especie"
"114","urn:lsid:catalogueoflife.org:taxon:167ff7ba-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon virolinica","Especie"
"115","urn:lsid:catalogueoflife.org:taxon:167ffa4a-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Hemibrycon","Hemibrycon yacopiae","Especie"
"116","urn:lsid:zoobank.org:act:512750EA-A15B-4A13-A61D-CA2F14B0FD84","Endémico para: Colombia","Characiformes","Characidae","Carlastyanax","Carlastyanax aurocaudatus","Especie"
"117","urn:lsid:zoobank.org:act:46CD684B-3465-4D53-900B-9618B4940066","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus andaki","Especie"
"118","urn:lsid:zoobank.org:act:4B46F4F1-FEF8-4090-886E-9F5260AB7483","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus atratus","Especie"
"119","urn:lsid:zoobank.org:act:57C998DC-E1E5-48D8-83E1-89D25F1868E0","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus brevipinnis","Especie"
"120","urn:lsid:zoobank.org:act:8CE4D158-5D48-44E5-88C4-39DCFB65CEAA","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus calai","Especie"
"121","urn:lsid:zoobank.org:act:DE40672B-12CE-46FF-A182-D48C26581722","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus caucanus","Especie"
"122","urn:lsid:zoobank.org:act:0B4E6512-0567-4EDB-92E3-F8A6F79A240A","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus dulima","Especie"
"123","urn:lsid:zoobank.org:act:5F6893CA-2D49-41A9-99F8-8053274CE8BE","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus guanes","Especie"
"124","urn:lsid:zoobank.org:act:B6EF77CF-CB9E-40B2-9758-5D5776A21E0C","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus leuciscus","Especie"
"125","urn:lsid:catalogueoflife.org:taxon:15fa7d85-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus maculosus","Especie"
"126","urn:lsid:zoobank.org:act:55B4D11E-9DA1-4F33-8EFA-47FADA2383FD","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus magdalenae","Especie"
"127","urn:lsid:zoobank.org:act:D0556461-FC97-4249-BF31-87C63B436258","Endémico para: Colombia","Characiformes","Characidae","Creagrutus","Creagrutus nigrostigmatus","Especie"
"128","urn:lsid:zoobank.org:act:7C710F3E-2DA1-4E23-BB44-1258901E2C44","Endémico para: Colombia","Characiformes","Characidae","Microgenys","Microgenys minuta","Especie"
"129","urn:lsid:zoobank.org:act:E10ADE76-9879-439D-B0CD-E7CA1F12B0EA","Endémico para: Colombia","Characiformes","Characidae","Bryconacidnus","Bryconacidnus hypopterus","Especie"
"130","urn:lsid:zoobank.org:act:3D5CCE6C-3B2E-49DB-872C-05D2068C4F92","Endémico para: Colombia","Characiformes","Characidae","Bryconamericus","Bryconamericus guizae","Especie"
"131","urn:lsid:zoobank.org:act:22834E4E-D361-40DB-B0A6-FC16D9AB693F","Endémico para: Colombia","Characiformes","Characidae","Bryconamericus","Bryconamericus icelus","Especie"
"132","urn:lsid:catalogueoflife.org:taxon:15f5cb23-d35f-11e6-9d3f-bc764e092680:col20170428","Endémico para: Colombia","Characiformes","Characidae","Knodus","Knodus macarenae","Especie"
"133","urn:lsid:zoobank.org:act:969B81F9-9B62-444E-80FC-9EFD4E7DF6B8","Endémico para: Colombia","Characiformes","Characidae","Knodus","Knodus orteguasae","Especie"
"134","urn:lsid:zoobank.org:act:DD55A88C-EDB0-4ED7-99D3-93F701A7A574","Endémico para: Colombia","Characiformes","Characidae","Saccoderma","Saccoderma hastata","Especie"
